quarter,industry,investment,pm_share_net,pm_share_gross,is_manufacturing,regime,npv,r,discrete,log_investment,treat
2021Q3,"Agriculture, forestry and fishing",1842,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.518607216815252,0.1199361199799381
2021Q4,"Agriculture, forestry and fishing",1904,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.55171221535131,0.1199361199799381
2022Q1,"Agriculture, forestry and fishing",1864,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.530479995245536,0.1199361199799381
2022Q2,"Agriculture, forestry and fishing",1831,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.5126175446745105,0.1199361199799381
2022Q3,"Agriculture, forestry and fishing",1718,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.4489161025442,0.1199361199799381
2022Q4,"Agriculture, forestry and fishing",1592,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.3727463664043285,0.1199361199799381
2023Q1,"Agriculture, forestry and fishing",1581,0.4855713359511664,0.4000798606387973,False,super_deduction,0.247,0.05,False,7.365812837209472,0.1199361199799381
2023Q2,"Agriculture, forestry and fishing",1566,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.356279876550748,0.1213928339877916
2023Q3,"Agriculture, forestry and fishing",1556,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.349873704738337,0.1213928339877916
2023Q4,"Agriculture, forestry and fishing",1515,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.323170717943469,0.1213928339877916
2024Q1,"Agriculture, forestry and fishing",1445,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.275864600546533,0.1213928339877916
2024Q2,"Agriculture, forestry and fishing",1447,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.277247726631484,0.1213928339877916
2024Q3,"Agriculture, forestry and fishing",1439,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.271703706887368,0.1213928339877916
2024Q4,"Agriculture, forestry and fishing",1444,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.275172319452771,0.1213928339877916
2025Q1,"Agriculture, forestry and fishing",1533,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.334981878871814,0.1213928339877916
2025Q2,"Agriculture, forestry and fishing",1424,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.261225091971921,0.1213928339877916
2025Q3,"Agriculture, forestry and fishing",1259,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.138073034044347,0.1213928339877916
2025Q4,"Agriculture, forestry and fishing",1472,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.294377299288821,0.1213928339877916
2026Q1,"Agriculture, forestry and fishing",1403,0.4855713359511664,0.4000798606387973,False,full_expensing,0.25,0.05,False,7.246368080102461,0.1213928339877916
2015Q1,Chemicals and man made fibres,1236,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.119635638017636,0.0509282327918847
2015Q2,Chemicals and man made fibres,1242,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.124478262493424,0.0509282327918847
2015Q3,Chemicals and man made fibres,1281,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.155396301896734,0.0509282327918847
2015Q4,Chemicals and man made fibres,1263,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.141245122350491,0.0509282327918847
2016Q1,Chemicals and man made fibres,1255,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.134890851565884,0.0509282327918847
2016Q2,Chemicals and man made fibres,1399,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.243512974665482,0.0509282327918847
2016Q3,Chemicals and man made fibres,1291,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.1631723908466425,0.0509282327918847
2016Q4,Chemicals and man made fibres,1334,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.195937226475569,0.0509282327918847
2017Q1,Chemicals and man made fibres,1487,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.304515946460155,0.0509282327918847
2017Q2,Chemicals and man made fibres,1503,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.315218389752975,0.0509282327918847
2017Q3,Chemicals and man made fibres,1587,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.369600720526409,0.0509282327918847
2017Q4,Chemicals and man made fibres,1726,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.453561871643373,0.0509282327918847
2018Q1,Chemicals and man made fibres,1746,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.465082736399547,0.0509282327918847
2018Q2,Chemicals and man made fibres,1813,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.502738210754851,0.0509282327918847
2018Q3,Chemicals and man made fibres,1866,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.531552381407289,0.0509282327918847
2018Q4,Chemicals and man made fibres,1979,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.590346945602565,0.0509282327918847
2019Q1,Chemicals and man made fibres,1714,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.446585099157725,0.0509282327918847
2019Q2,Chemicals and man made fibres,1707,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.442492722794441,0.0509282327918847
2019Q3,Chemicals and man made fibres,1693,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.4342573821331355,0.0509282327918847
2019Q4,Chemicals and man made fibres,1662,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.415776975415394,0.0509282327918847
2020Q1,Chemicals and man made fibres,1681,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.427144133408616,0.0509282327918847
2021Q1,Chemicals and man made fibres,2040,0.3424998111734937,0.4612525641296761,True,pre,0.148695652173913,0.05,False,7.620705086838262,0.0509282327918847
2021Q2,Chemicals and man made fibres,2068,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.63433723562832,0.08459745335985294
2021Q3,Chemicals and man made fibres,2213,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.70210434005105,0.08459745335985294
2021Q4,Chemicals and man made fibres,2133,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.665284718471351,0.08459745335985294
2022Q1,Chemicals and man made fibres,2113,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.655864017616056,0.08459745335985294
2022Q2,Chemicals and man made fibres,2116,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.65728279297819,0.08459745335985294
2022Q3,Chemicals and man made fibres,2005,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.60339933974067,0.08459745335985294
2022Q4,Chemicals and man made fibres,1909,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.554334823725748,0.08459745335985294
2023Q1,Chemicals and man made fibres,1963,0.3424998111734937,0.4612525641296761,True,super_deduction,0.247,0.05,False,7.5822291942764615,0.08459745335985294
2023Q2,Chemicals and man made fibres,1956,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.578656850594762,0.08562495279337343
2023Q3,Chemicals and man made fibres,1971,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.58629630715272,0.08562495279337343
2023Q4,Chemicals and man made fibres,1829,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.511524648390866,0.08562495279337343
2024Q1,Chemicals and man made fibres,1807,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.499423290592229,0.08562495279337343
2024Q2,Chemicals and man made fibres,1750,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.4673710669175595,0.08562495279337343
2024Q3,Chemicals and man made fibres,1661,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.415175109613295,0.08562495279337343
2024Q4,Chemicals and man made fibres,1678,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.425357887027151,0.08562495279337343
2025Q1,Chemicals and man made fibres,1689,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.4318919168078,0.08562495279337343
2025Q2,Chemicals and man made fibres,1658,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.4133673356952405,0.08562495279337343
2025Q3,Chemicals and man made fibres,1657,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.4127640174265625,0.08562495279337343
2025Q4,Chemicals and man made fibres,1612,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.385230923066573,0.08562495279337343
2026Q1,Chemicals and man made fibres,1675,0.3424998111734937,0.4612525641296761,True,full_expensing,0.25,0.05,False,7.423568444259167,0.08562495279337343
2015Q1,Construction,1918,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.559038255443384,0.07205533529316518
2015Q2,Construction,2131,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.664346632098617,0.07205533529316518
2015Q3,Construction,1955,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.578145472419466,0.07205533529316518
2015Q4,Construction,1849,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.522400231387125,0.07205533529316518
2016Q1,Construction,1779,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.483806687665835,0.07205533529316518
2016Q2,Construction,1800,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.495541943884256,0.07205533529316518
2016Q3,Construction,1895,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.546974117516527,0.07205533529316518
2016Q4,Construction,2384,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.776535028185241,0.07205533529316518
2017Q1,Construction,1873,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.5352967024440884,0.07205533529316518
2017Q2,Construction,1906,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.552762084214147,0.07205533529316518
2017Q3,Construction,2164,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.679713639966372,0.07205533529316518
2017Q4,Construction,2348,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.761319180947987,0.07205533529316518
2018Q1,Construction,2366,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.768956044538332,0.07205533529316518
2018Q2,Construction,2481,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.816416983691801,0.07205533529316518
2018Q3,Construction,2726,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.9105906122564775,0.07205533529316518
2018Q4,Construction,2912,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,7.976595409316577,0.07205533529316518
2019Q1,Construction,3476,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,8.153637486385282,0.07205533529316518
2019Q2,Construction,3685,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,8.212025804623437,0.07205533529316518
2019Q3,Construction,3562,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,8.178077463849608,0.07205533529316518
2019Q4,Construction,3774,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,8.235890725928495,0.07205533529316518
2020Q1,Construction,3604,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,8.189799618728228,0.07205533529316518
2021Q1,Construction,3258,0.4845826642522806,0.5004665865202734,False,pre,0.148695652173913,0.05,False,8.08886878916199,0.07205533529316518
2021Q2,Construction,3047,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,8.021912778985708,0.1196919180703133
2021Q3,Construction,3243,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,8.084254106307318,0.1196919180703133
2021Q4,Construction,2861,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,7.95892649305011,0.1196919180703133
2022Q1,Construction,3030,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,8.016317898503415,0.1196919180703133
2022Q2,Construction,2899,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,7.972121128921655,0.1196919180703133
2022Q3,Construction,3083,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,8.03365842788615,0.1196919180703133
2022Q4,Construction,3150,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,8.055157731819678,0.1196919180703133
2023Q1,Construction,3156,0.4845826642522806,0.5004665865202734,False,super_deduction,0.247,0.05,False,8.057060681965766,0.1196919180703133
2023Q2,Construction,2749,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.918992488165245,0.12114566606307015
2023Q3,Construction,2537,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.838737559599282,0.12114566606307015
2023Q4,Construction,2711,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.905072849498666,0.12114566606307015
2024Q1,Construction,2683,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.894690850425624,0.12114566606307015
2024Q2,Construction,2605,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.865187954187467,0.12114566606307015
2024Q3,Construction,2702,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.9017475185201445,0.12114566606307015
2024Q4,Construction,2767,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.925518979786926,0.12114566606307015
2025Q1,Construction,2864,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.9599745280805365,0.12114566606307015
2025Q2,Construction,2868,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.961370201719511,0.12114566606307015
2025Q3,Construction,2897,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,7.9714309977693505,0.12114566606307015
2025Q4,Construction,3005,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,8.008032846969307,0.12114566606307015
2026Q1,Construction,2998,0.4845826642522806,0.5004665865202734,False,full_expensing,0.25,0.05,False,8.005700678662542,0.12114566606307015
2015Q1,Distribution Services,4835,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.483636407887394,0.039593847525173094
2015Q2,Distribution Services,5401,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.594339400592892,0.039593847525173094
2015Q3,Distribution Services,5131,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.543055850941965,0.039593847525173094
2015Q4,Distribution Services,5338,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.58260632996447,0.039593847525173094
2016Q1,Distribution Services,5530,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.61794309451638,0.039593847525173094
2016Q2,Distribution Services,5023,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.521782643750045,0.039593847525173094
2016Q3,Distribution Services,5438,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.601166625192416,0.039593847525173094
2016Q4,Distribution Services,5751,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.657129031713755,0.039593847525173094
2017Q1,Distribution Services,5492,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.61104776688786,0.039593847525173094
2017Q2,Distribution Services,4900,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.496990484098719,0.039593847525173094
2017Q3,Distribution Services,5095,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.536014945656826,0.039593847525173094
2017Q4,Distribution Services,5406,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.595264726836392,0.039593847525173094
2018Q1,Distribution Services,5643,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.63817111796914,0.039593847525173094
2018Q2,Distribution Services,5837,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.671972245203792,0.039593847525173094
2018Q3,Distribution Services,5281,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.571870752706934,0.039593847525173094
2018Q4,Distribution Services,4787,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.473659189392508,0.039593847525173094
2019Q1,Distribution Services,5152,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.54714026778419,0.039593847525173094
2019Q2,Distribution Services,5651,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.639587799629844,0.039593847525173094
2019Q3,Distribution Services,6243,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.739216115061744,0.039593847525173094
2019Q4,Distribution Services,5560,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.623353387244627,0.039593847525173094
2020Q1,Distribution Services,5936,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.688790784847216,0.039593847525173094
2021Q1,Distribution Services,6293,0.2662744131809887,0.291056432619528,False,pre,0.148695652173913,0.05,False,8.747193183526933,0.039593847525173094
2021Q2,Distribution Services,6926,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.843037724962366,0.0657697800557042
2021Q3,Distribution Services,6837,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.830104317913793,0.0657697800557042
2021Q4,Distribution Services,6970,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.84937050375457,0.0657697800557042
2022Q1,Distribution Services,6854,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.832587702434553,0.0657697800557042
2022Q2,Distribution Services,6563,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.789203094473724,0.0657697800557042
2022Q3,Distribution Services,5628,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.63550941823428,0.0657697800557042
2022Q4,Distribution Services,5459,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.605020901781758,0.0657697800557042
2023Q1,Distribution Services,6138,0.2662744131809887,0.291056432619528,False,super_deduction,0.247,0.05,False,8.722254235179681,0.0657697800557042
2023Q2,Distribution Services,6293,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.747193183526933,0.06656860329524718
2023Q3,Distribution Services,6262,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.742254901886351,0.06656860329524718
2023Q4,Distribution Services,6082,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.71308886823731,0.06656860329524718
2024Q1,Distribution Services,6720,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.812843433517195,0.06656860329524718
2024Q2,Distribution Services,6184,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.729720590267258,0.06656860329524718
2024Q3,Distribution Services,6509,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.780941113572387,0.06656860329524718
2024Q4,Distribution Services,7423,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.912338567117548,0.06656860329524718
2025Q1,Distribution Services,6865,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.834191318202071,0.06656860329524718
2025Q2,Distribution Services,6834,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.829665432675236,0.06656860329524718
2025Q3,Distribution Services,6231,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.737292112544221,0.06656860329524718
2025Q4,Distribution Services,5954,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.691818541575723,0.06656860329524718
2026Q1,Distribution Services,5938,0.2662744131809887,0.291056432619528,False,full_expensing,0.25,0.05,False,8.689127655323706,0.06656860329524718
2015Q1,Education,5722,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.652073673610056,0.005147078104716454
2015Q2,Education,5536,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.619027497297505,0.005147078104716454
2015Q3,Education,5160,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.548691858475609,0.005147078104716454
2015Q4,Education,5260,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.567886305731756,0.005147078104716454
2016Q1,Education,5325,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.580167990577626,0.005147078104716454
2016Q2,Education,5059,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.528924114291936,0.005147078104716454
2016Q3,Education,5465,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.60611940061064,0.005147078104716454
2016Q4,Education,5910,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.684401110400144,0.005147078104716454
2017Q1,Education,5637,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.637107288081575,0.005147078104716454
2017Q2,Education,5824,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.669742589876522,0.005147078104716454
2017Q3,Education,6251,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.740496729931813,0.005147078104716454
2017Q4,Education,5710,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.649974302650056,0.005147078104716454
2018Q1,Education,5900,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.68270762989381,0.005147078104716454
2018Q2,Education,5786,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.66319648553608,0.005147078104716454
2018Q3,Education,5707,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.649448770536708,0.005147078104716454
2018Q4,Education,5724,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.652423140676342,0.005147078104716454
2019Q1,Education,5825,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.669914278433902,0.005147078104716454
2019Q2,Education,5769,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.660254034256889,0.005147078104716454
2019Q3,Education,5940,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.68946441235669,0.005147078104716454
2019Q4,Education,5817,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.668539943910762,0.005147078104716454
2020Q1,Education,5641,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.637816633739977,0.005147078104716454
2021Q1,Education,5857,0.0346148527510171,0.0422010427904644,False,pre,0.148695652173913,0.05,False,8.675392806089782,0.005147078104716454
2021Q2,Education,5958,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.692490133273228,0.008549868629501222
2021Q3,Education,5907,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.683893367307235,0.008549868629501222
2021Q4,Education,6022,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.70317470904168,0.008549868629501222
2022Q1,Education,6037,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.705662478796427,0.008549868629501222
2022Q2,Education,5728,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.653121708640482,0.008549868629501222
2022Q3,Education,5445,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.602453035367061,0.008549868629501222
2022Q4,Education,5535,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.618846845142738,0.008549868629501222
2023Q1,Education,5951,0.0346148527510171,0.0422010427904644,False,super_deduction,0.247,0.05,False,8.691314551644853,0.008549868629501222
2023Q2,Education,5253,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.566554620953962,0.008653713187754274
2023Q3,Education,5568,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.624791202014256,0.008653713187754274
2023Q4,Education,5441,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.601718146485926,0.008653713187754274
2024Q1,Education,5673,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.643473357326567,0.008653713187754274
2024Q2,Education,5653,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.63994165667529,0.008653713187754274
2024Q3,Education,5356,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.585972706811063,0.008653713187754274
2024Q4,Education,4833,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.483222671845084,0.008653713187754274
2025Q1,Education,5126,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.542080906924017,0.008653713187754274
2025Q2,Education,5326,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.580355766373877,0.008653713187754274
2025Q3,Education,5101,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.537191877922927,0.008653713187754274
2025Q4,Education,5043,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.525756422076725,0.008653713187754274
2026Q1,Education,5253,0.0346148527510171,0.0422010427904644,False,full_expensing,0.25,0.05,False,8.566554620953962,0.008653713187754274
2015Q1,"Electricity, gas and water",5431,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.599878558034845,0.02726648134585969
2015Q2,"Electricity, gas and water",7224,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.88516409509682,0.02726648134585969
2015Q3,"Electricity, gas and water",6816,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.827028068509152,0.02726648134585969
2015Q4,"Electricity, gas and water",7323,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.89877535906107,0.02726648134585969
2016Q1,"Electricity, gas and water",7211,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.88336291691676,0.02726648134585969
2016Q2,"Electricity, gas and water",6551,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.787372988731876,0.02726648134585969
2016Q3,"Electricity, gas and water",7747,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.955060950631902,0.02726648134585969
2016Q4,"Electricity, gas and water",7303,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.89604050162011,0.02726648134585969
2017Q1,"Electricity, gas and water",7688,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.947415950650129,0.02726648134585969
2017Q2,"Electricity, gas and water",6851,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.832149906002899,0.02726648134585969
2017Q3,"Electricity, gas and water",6936,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.844480518460378,0.02726648134585969
2017Q4,"Electricity, gas and water",7238,0.1833710733785886,0.278185280299427,False,pre,0.148695652173913,0.05,False,8.887100204123687,0.02726648134585969
